source,target
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Evolutionary_computation
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Artificial_selection
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Swarm_intelligence
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Particle_swarm_optimization
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Flocking
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Ant_colony_optimization
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Ant_trail
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Logic
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Automatic_reasoning
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Knowledge_representation
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Propositional_logic
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Logical_connective
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Predicate_logic
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Quantifier_(logic)
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Deductive_reasoning
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Logical_proof
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Logical_consequence
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Premise
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Tree_structure
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Inference_rule
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Leaf_nodes
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Axiom
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Horn_clause
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Forward_chaining
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Backward_chaining
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/First-order_logic
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Resolution_(logic)
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Undecidable_problem
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Intractable_problem
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Logic_programming
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Prolog
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Turing_complete
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Symbolic_programming
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Fuzzy_logic
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Non-monotonic_logic
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Negation_as_failure
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Default_reasoning
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Bayesian_network
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Conditional_probability_table
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Probability
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Decision_theory
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Decision_analysis
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Information_value_theory
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Markov_decision_process
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Decision_network
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Game_theory
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Mechanism_design
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Bayesian_network
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Automated_reasoning
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Bayesian_inference
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Machine_learning
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Expectation%E2%80%93maximization_algorithm
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Automated_planning_and_scheduling
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Decision_network
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Machine_perception
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Dynamic_Bayesian_network
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Hidden_Markov_model
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Kalman_filter
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Expectation%E2%80%93maximization_algorithm
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Cluster_analysis
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Old_Faithful
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Classifier_(mathematics)
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Pattern_matching
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Supervised_learning
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Random_variate
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Data_set
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Decision_tree
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/K-nearest_neighbor
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Kernel_methods
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Support_vector_machine
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Naive_Bayes_classifier
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Artificial_neural_network
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Neuron
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Human_brain
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Artificial_neurons
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Neurons
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Weighting
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Local_search_(optimization)
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Backpropagation
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Pattern_recognition
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Feedforward_neural_network
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Recurrent_neural_network
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Long_short_term_memory
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Perceptron
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Convolutional_neural_network
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Image_processing
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Edge_detection
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Deep_learning
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Image_processing
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Computer_vision
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Speech_recognition
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Natural_language_processing
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Image_classification
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/GPU
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/List_of_datasets_for_machine-learning_research
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/ImageNet
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Generative_pre-trained_transformer
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Large_language_model
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Corpus_of_text
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Lexical_analysis
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Reinforcement_learning_from_human_feedback
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Hallucination_(artificial_intelligence)
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Chatbot
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Gemini_(chatbot)
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/ChatGPT
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Grok_(chatbot)
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Anthropic#Claude
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Microsoft_Copilot
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/LLaMA
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Multimodal_learning
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Modality_(human%E2%80%93computer_interaction)
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Programming_languages_for_artificial_intelligence
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Hardware_for_artificial_intelligence
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Graphics_processing_unit
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/TensorFlow
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Central_processing_unit
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Machine_learning
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Programming_language
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Prolog
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/General-purpose_programming_language
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Python_(programming_language)
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Integrated_circuit
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Moore%27s_law
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Intel
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Gordon_Moore
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/GPUs
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Huang%27s_law
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Nvidia
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Jensen_Huang
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Applications_of_artificial_intelligence
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Search_engines
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Google_Search
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Targeted_advertising
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Recommendation_systems
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Netflix
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/YouTube
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Amazon_(company)
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Internet_traffic
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Marketing_and_artificial_intelligence
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/AdSense
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Facebook
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Virtual_assistant
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Siri
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Amazon_Alexa
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Autonomous_vehicles
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Unmanned_aerial_vehicle
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Advanced_driver-assistance_system
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Self-driving_cars
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Automatic_language_translation
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Microsoft_Translator
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Google_Translate
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Facial_recognition_system
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Apple_Computer
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Face_ID
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Microsoft
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/DeepFace
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Google
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/FaceNet
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Image_labeling
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Facebook
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/IPhoto
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/TikTok
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Chief_automation_officer
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence_in_healthcare
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Medicine
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Medical_research
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Hippocratic_Oath
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Big_data
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Organoid
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Tissue_engineering
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/Microscopy
https://en.wikipedia.org/wiki/Artificial_intelligence,https://en.wikipedia.org/wiki/AlphaFold_2
